"","x"
"15326","Tacrolimus_Oral Soln 2.5mg/5ml"
"15327","Tamiflu_Cap 30mg"
"15328","Tamiflu_Cap 45mg"
"15329","Teveten_Tab 300mg"
"15330","Timolol_Eye Dps 0.25% P/F"
"15331","Ubidecarenone_Cap 90mg"
"15332","Urgosorb Silver Rope 2.5cm x 30cm Wound Dress Cavity"
"15333","Urgotul SSD 11cm x 11cm Wound Dress Soft Polymer"
"15334","varicase Class 2 B/Knee C/T Compress Sock Unisex Lymph Gmt"
"15335","Versiva XC 22cm x 22cm Wound Dress H/Coll"
"15336","Vimovo_Tab 500mg/20mg M/R"
"15337","Virulite Cold Sore Machine"
"15338","Vita-E_Crm 50u/g"
"15339","Welland_Aura Closed Pouch Maxi Beige P/Cut 38mm"
"15340","Welland_FreeStyle Vie Curvex Closed Pch Beige Med P/Cut 32mm"
"15341","Welland_Universal Belt System 92mm Belt Ring"
"15342","Zeebral XL_Cap 24mg"
"15343","Zolvera_Oral Soln 40mg/5ml S/F"
"15344","Absopad 10cm x 10cm Pfa Plas Faced Dress"
"15345","ActivHeal Hydrocolloid 15cm x 15cm Wound Dress H/Coll"
"15346","Aizea_Tab 75mcg"
"15347","Albendazole_Tab Chble 400mg"
"15348","Alfentanil HCl_P/Spy 1mg/ml 5ml"
"15349","Alldress 10cm x 10cm VP Adh Film Dress"
"15350","Alldress 15cm x 20cm VP Adh Film Dress"
"15351","AMI_Suportx Ostomy Support Mens Shorts Blk (Bespoke)"
"15352","AMI_Suportx Ostomy Support Mens Shorts Wte (Bespoke)"
"15353","AMI_Suportx Ostomy/Hernia Easy Peel Supp/Belt 20cm+HoleExlge"
"15354","Amlodipine_Liq Spec 50mg/5ml"
"15355","Askina Biofilm Transpt 10cm x 10cm Wound Dress H/Coll"
"15356","Atovaquone_Oral Susp 750mg/5ml S/F"
"15357","Audmonal_Forte Cap 120mg"
"15358","B.Braun_Elite Drnbl Ileo Bag Transpt S/H"
"15359","B.Braun_Elite Petite Closed Colo Bag Beige 35mm"
"15360","B.Braun_Softima Convex Clsd Pouch+Fltr Transpt C/Fit 15-35mm"
"15361","Barkat_G/F W/F Alphabet Shapes Pasta"
"15362","BD AutoShield Needles Pen Inj Screw On 5mm/29 Gauge"
"15363","Bendroflumeth/Pot_Tab 2.5mg/8.4mmol M/R"
"15364","Benylin_Chesty Coughs Non-DrowsyOralSoln"
"15365","Blom-Singer H/Fltr HME Rep Foam Fltr Tracheo B/Aid"
"15366","Calcitonin (salmon)_Inj 200u/ml 2ml Vl"
"15367","CalCough_Infant Syr"
"15368","Captopril_Liq Spec 12.5mg/5ml"
"15369","Captopril_Oral Soln 25mg/5ml"
"15370","Captopril_Oral Susp 5mg/5ml"
"15371","Carbamazepine_Suppos 125mg"
"15372","CitraFleet_Oral Pdr Sach 16.11g"
"15373","Clamelle_Tab 500mg"
"15374","ClearFilm 12cm x 12cm VP Adh Film Dress"
"15375","Coal Tar 12%/WSP_Oint"
"15376","Coal Tar Soln 3%/YSP_Oint"
"15377","Colistin Sulf_Tab 1.5 Million U"
"15378","Coloplast_Assura Insp Mini Design Closed Bag S/H 20-65mm"
"15379","Coloplast_Conveen Urisheath/Uriliner Exlge"
"15380","Coloplast_SenSura Click Xpro B/Plt 50mm P/Cut 30mm"
"15381","Convatec_Natura+ Drnbl Pch + Invis Outl + Fltr Clr Stnd 45mm"
"15382","CUI_Cuiwear Briefs Blk Lge/Exlge"
"15383","Cutimed Siltec Sorbact 17.5cmx17.5cm Sacral WoundDressS/Poly"
"15384","Dansac_Nova 2 Mini E/Fld Opqe Flng 55mm"
"15385","Dansac_NovaLife 1 Convex Clsd Colo Bag Midi ClrC/Fit 10-46mm"
"15386","Dansac_NovaLife Active Closed Colo Bag Opqe C/Fit 35-45mm"
"15387","Dextrometh Hydrob_Liq Spec 10mg/5ml"
"15388","Diconal_Tab"
"15389","Didronel_Tab 200mg"
"15390","Duocal_Liq"
"15391","Duocal_Mct"
"15392","E45_Sun Reflective Sunscreen Spf 30+"
"15393","Easifast 5cm x 3m (Green) Stkntte Elasctd Viscose Tublr"
"15394","easiGRIP 12cm x 0.5m Stkntte Elasctd Tublr Band"
"15395","Eesiban ESTS 10cm x 1m Stkntte Elasctd Tublr Band"
"15396","Eltroxin_Oral Soln 25mcg/5ml"
"15397","Emozul_Cap E/C 40mg"
"15398","Enzalutamide_Cap 40mg"
"15399","Epanutin_Cap 25mg"
"15400","Ergocalciferol_Liq Spec 400u/5ml"
"15401","Exelon_Cap 3mg"
"15402","Faslodex_Inj 250mg/5ml Pfs"
"15403","Fibrelief_Gran Sach 3.5g Natur G/F S/F"
"15404","Filnarine SR_Tab 100mg"
"15405","Flexeze_Cap"
"15406","Flexicare_Leg Bag + Lever Tap Long Tube 500ml"
"15407","Flexicare_Leg Bag Ster Long Tube 750ml"
"15408","Galebon_Cap 400mcg M/R"
"15409","GBUK Gellhorn Pess Slc Short Stem Size 7 83mm"
"15410","Glutafin_G/F W/F Wte Bread (Uncut)"
"15411","Glyceryl Trinit Oint 0.2%/WSP_Oint"
"15412","Gppe Crm_Ultrabase"
"15413","Gppe Suppos_Anusol HC"
"15414","HealthAid_L-Arginine Tab 500mg"
"15415","Hollister_Conform 2 Midi Closed Pouch + Fltr QuietWear 55mm"
"15416","Homatr Hydrob_Eye Dps 1%"
"15417","Hydrocoll Thin Film 15cm x 15cm Wound Dress H/Coll"
"15418","Hydrofilm Plus 10cm x 25cm VP Adh Film Dress"
"15419","Hyetellose_Eye Dps 0.36%"
"15420","Inegy_Tab 10mg/40mg"
"15421","Insupen Needles Pen Inj Screw On 12mm/29 Gauge"
"15422","Ipramol Steri-Neb_Neb Soln Ud 2.5ml"
"15423","Jobst Opaque Class 2 Tights Open Toe Lymph Gmt"
"15424","Kavendor_Comfizz Stoma Wstbnd Jnr Blk Sml"
"15425","Knit-Band 15cm x 4m Ktd Polyam & Cellulose Contr Band"
"15426","Kontour 5cm x 4m Polyam & Cellulose Contr Band"
"15427","Lamisil AT_Gel 1%"
"15428","Levetiracetam_Gran Sach 250mg S/F"
"15429","Loperamide HCl_Liq 1mg/5ml S/F"
"15430","M.Sauer_Comfort Sheath Paed (Diam 18mm)"
"15431","M.Sauer_Syn Skin Adh + Brush"
"15432","MacGregor_Qufora Leg Bag 750ml Long Tube + T Tap"
"15433","Marevan_Tab 3mg"
"15434","Medihoney A-Bact Honey 50g Wound Dress H/Base Top Applic"
"15435","Metronidazole_I/V Inf 5mg/ml 100ml Bag"
"15436","Minjet_Adren 1/1000 1mg/1ml (25 Gauge)"
"15437","Monobasic Pot Phos_Liq Spec 13.6%"
"15438","Mylife Safety Lancets 0.36mm/28 Gauge"
"15439","Nefazodone HCl_Tab 200mg"
"15440","Novaplus T 380 Ag Iucd (Normal,Mini)"
"15441","Oakmed_Option Drnbl Ileo Pch Opqe 25mm Diameter C/Fit 20mm"
"15442","Ostomart_Cool Comfort Unisex Gmt Belt Mixed Lge-XLge"
"15443","Ostomart_Cool Comfort Unisex Gmt Belt Wte Lge-XLge"
"15444","Ostomart_Cool Comfort Unisex Gmt Brief Blk Lge-XLge"
"15445","Ostomart_HiLINE Activ Right Stoma Supp/Belt Lace 57mm-70mm"
"15446","Payne_Gu Sle Chambered Stnd Blk Kipper Bag 568ml (20 Oz)"
"15447","Pelican_Select Afresh Drnbl Pouch Clr Stnd P/Cut 20mm"
"15448","Pelican_Select Afresh Drnbl Pouch Clr Stnd P/Cut 50mm"
"15449","Pelican_Select Closed Convex Pouch Opqe Stnd P/Cut 20mm"
"15450","Pinexel PR_Cap 400mg"
"15451","Povidone K 25_Eye Dps 5% 0.4ml Ud P/F"
"15452","Prednisolone Sod Phos_EyeDps0.1%P/F(Old)"
"15453","Pro-Two Above 32cm M/Layer Compress Bandaging Kit"
"15454","Proceli_G/F W/F Brown Rice Bread Complet"
"15455","Proglycem_Oral Susp 250mg/5ml"
"15456","Provox LaryTube 36mm 7643 Tracheo B/Aid"
"15457","Rifadin_Cap 300mg"
"15458","Risperdal Quicklet_Orodisper Tab 4mg"
"15459","Rivastigmine_Oral Soln 2mg/1ml"
"15460","Rochester_UltraFlex Clr Slc Sheath Self-Adh Sml"
"15461","Salts_Confidence Natural + Dermacol Drnbl Pch Stnd 26mm"
"15462","Sandimmun_Oral Soln 100mg/ml S/F"
"15463","Schar_G/F W/F Spaghetti"
"15464","Sigvaris MTM Thigh Closed Toe + Grip Top Full Comp Lymph Gmt"
"15465","SilDerm Scar Spy Wound Dress Slc"
"15466","Sirolimus_Oral Soln 1mg/1ml"
"15467","Sod Cit_(S)"
"15468","Sorbsan Silver Plus 7.5cm x 10cm Wound Dress Algin Ster"
"15469","Subcuvia_Inj 160mg/ml 5ml Vl"
"15470","Sulfadiazine_Liq Spec 250mg/5ml"
"15471","Suscard Buccal_Tab 2mg"
"15472","Tarka_Cap"
"15473","Telfa Max 22.8cm x 38cm Pfa Cellulose Dress"
"15474","Tenprolide XL_Tab 200mg"
"15475","Thixo-D_Cal-Free Pdr"
"15476","Tobramycin_Pdr Inh Cap 28mg + Dev"
"15477","Trileptal_Tab 150mg"
"15478","Vancomycin HCl_Liq Spec 250mg/5ml"
"15479","Venladex XL_Tab 75mg"
"15480","Venosan 7000 Class 2 (7002) B/Knee Open Toe Lymph Gmt"
"15481","Ventolin_Resp Soln 5mg/ml"
"15482","Versiva XC 20cm x 20cm Wound Dress H/Coll"
"15483","Vitasavoury 200_Pdr (Golden Veg)"
"15484","Vitasavoury 200_Pdr (Leek & Potato)"
"15485","Welland Wound Manager Split S/Cover Wound Drain Pch Lge"
"15486","Welland_Aura Drnbl Ileo Pouch Mini Clr C/Fit 13mm-50/70mm"
"15487","Welland_FreeStyle Vie Curvex Drnbl Pch SmlBeigeC/Fit 13-25mm"
"15488","Welland_Universal Belt System Lge 82mm Belt Ring"
"15489","Wool Fat_(S)"
"15490","Xyrem_Oral Soln 500mg/ml"
"15491","Zanaflex_Tab 4mg"
"15492","ActivHeal Hydrocolloid 15cm x 18cm Wound Dress H/Coll"
"15493","Alissa Carmellose 0.5% Eye Dps 0.4ml Ud"
"15494","Allergenics_Intensive Care Oint"
"15495","Alum Acet_Ear Dps 13%"
"15496","AMI_Suportx Ostomy/Hernia Support Belt 15cm Exlge(120-135cm)"
"15497","AMI_Suportx Ostomy/Hernia Support Belt 15cm Sml (75-90cm)"
"15498","Aminoacridine/Lido HCl_Gel 0.05%/0.66%"
"15499","Amiodarone HCl_Liq Spec 50mg/5ml"
"15500","Antipeol_Oint"
"15501","Aranesp_Inj 10mcg/0.4ml Pfs"
"15502","Arythmol_Tab 150mg"
"15503","AS Saliva Orthana_Ref"
"15504","Askina Derm 10cm x 20cm VP Adh Film Dress"
"15505","Askina Gel 15g Wound Dress H/Gel Ster"
"15506","Atrovent Fte_Inha 40mcg (200 D)"
"15507","Avance Canister+Tubing Kit 300ml Wound Drain Collection Dev"
"15508","Avance Gauze Dress Kit Med Wound Dress Pack"
"15509","Azarga_Eye Dps"
"15510","B.Braun_Almarys Twin + Convex B/Plt 50mm/27mm"
"15511","B.Braun_Softima H/Flw Drnbl Pouch + Fltr Beige C/Fit 15-70mm"
"15512","Baby Nose-Clear Nsl Aspirator"
"15513","Bard Reliacath Plas Nelaton Male 12-18 (5-Pack) Cath"
"15514","Bard_Reliasheath Ltx Free Penile Sheath + A/Strp 35mm"
"15515","Baxter Sod Chlor Top Irrig 0.9% 1L"
"15516","Baxter Ster Water Top Irrig 1L Btl"
"15517","Baxter Ster Water Top Irrig 500ml Btl"
"15518","Baxter_Viaflo Glucose 5% I/V Inf 500ml"
"15519","Beambridge_Bridge Urin"
"15520","Benzocaine_Spy 1% 60ml"
"15521","Besavar XL_Tab 10mg (Actavis)"
"15522","Betoptic_Ophth Soln 0.5%"
"15523","Bio-Quinone Q10_Cap 100mg"
"15524","Bioteque America Ring Pess Slc + No Supp Size 6 83mm"
"15525","Bisoprolol Fumar_Liq Spec 1.25mg/5ml"
"15526","Blink Intensive Tears Sod Hyaluronate Eye Dps"
"15527","Blom-Singer 16/20Fr Sml 4mm-8mm Voice Prosthesis C/Brush"
"15528","Bullen_Camilla Panty Girdle"
"15529","Bullen_CareFix StomaSafe Plus Belt Med/Lge"
"15530","Bullen_ConvaTec Diamonds Sach"
"15531","Bullen_ConvaTec Niltac Sting Free Medic Adh Remov A/Spy 50ml"
"15532","Bullen_ConvaTec Niltac Sting Free Medical Adh Remover Wipes"
"15533","Bullen_ConvaTec Silesse Sting Free Barrier Soft-P/Spy 50ml"
"15534","Bullen_ConvaTec Silesse Sting Free Skin Barrier Wipes"
"15535","C&G Medicare_Urox Fixation Pants"
"15536","C&G Medicare_Urox Gaiter"
"15537","C&G Medicare_Urox Staring Kit"
"15538","Calc Carb/Disod Etidron_Tab 1.25g/400mg"
"15539","Carbimazole_Liq Spec 10mg/5ml"
"15540","Carbomer 0.2% Eye Gel"
"15541","Carmellose Sod_Eye Dps 0.5% 0.4ml Ud"
"15542","Carmellose Sod_Eye Dps 1% 0.4ml Ud"
"15543","Carmize 0.5% Carmellose Eye Dps 0.4ml Ud"
"15544","Carmize 1% Carmellose Eye Dps 0.4ml Ud"
"15545","Carnitine_Oral Soln Paed 1.5g/5ml"
"15546","Carvedilol_Oral Susp 5mg/5ml"
"15547","Chloral Hydrate_Elix 143mg/5ml"
"15548","ChloraPrep_Soln Applic 1.5ml"
"15549","Chloroth_Liq Spec 250mg/5ml"
"15550","Ciclosporin_Eye Dps 0.06% P/F"
"15551","Ciltech 10cm x 10cm Wound Dress Slc Gel Sheet"
"15552","Clarityn_Allergy Tab 10mg"
"15553","Coal Tar 5%/Salic Acid 2%/Emulsif_Oint"
"15554","ColeVit D3_Oral Soln 3,000u/ml"
"15555","Coloplast SpeediCath Tiemann Size 10-14 (30-Pack) Cath"
"15556","Coloplast_Bag Cover To Fit Closed Mc2000/Mc2002 Flesh"
"15557","Coloplast_SenSura Mio Maxi Closed Bag Clr S/H 15-45mm"
"15558","Coloplast_SenSura Mio Maxi Closed Bag S/Cover P/Cut 30mm"
"15559","Coloplast_SenSura Mio Maxi Closed Bag S/Cover P/Cut 35mm"
"15560","Coloplast_SenSura Mio Maxi Closed Bag S/Cover S/H 15-45mm"
"15561","Coloplast_Sensura Mio Maxi Closed Bag S/Cover S/H 40-55mm"
"15562","Coloplast_SenSura Mio Midi Closed Bag S/Cover P/Cut 25mm"
"15563","Coloplast_SenSura Mio Midi Closed Bag S/Cover P/Cut 30mm"
"15564","Coloplast_SenSura Mio Midi Closed Bag S/Cover P/Cut 35mm"
"15565","Coloplast_SenSura Mio Midi Closed Bag S/Cover S/H 15-45mm"
"15566","Coloplast_SenSura Mio Mini Closed Bag S/Cover S/H 15-45mm"
"15567","Coloplast_Silgrip Side-Fix Leg Strap (Thigh Fitting)"
"15568","Comfizz_Comfizz Stoma Prote"
"15569","Comfizz_Comfizz Stoma Shallow Wstbnd + Slc Grip Neut Sml/Med"
"15570","Comfizz_Comfizz Stoma Shallow Wstbnd Neutral Med/Lge"
"15571","Comfizz_Comfizz Stoma Support Wear Brief Blk Med/Lge"
"15572","Comfizz_Comfizz Stoma Support Wear Jnr Vest Boys Blue XSml"
"15573","Comfizz_Comfizz Stoma Support Wear Ladies Brief Wte Med/Lge"
"15574","Comfizz_Comfizz Stoma Support Wear Male Vest Blk Lge/Exlge"
"15575","Comfizz_Comfizz Stoma Support Wear Male Vest Wte Lge/Exlge"
"15576","Comfizz_Comfizz Stoma Support Wear Shallow Boxer Blk Lge/XLg"
"15577","Comfizz_Comfizz Stoma Support Wear Shallow Brief Wte Lge/XLg"
"15578","Comfizz_Comfizz Stoma Support Wear Unisex Boxer Wte Lge/XLge"
"15579","Comfizz_Comfizz Stoma Support Wear Unisex Boxer Wte Med/Lge"
"15580","Comfizz_Comfizz Stoma Wstbnd + Slc Grip Neutral Med/Lge"
"15581","Comfizz_Comfizz Stoma Wstbnd Blk Med/Lge"
"15582","Comfizz_Comfizz Stoma Wstbnd Blk Sml/Med"
"15583","Comfizz_Comfizz Stoma Wstbnd Jnr Neutral Med"
"15584","Comfizz_Comfizz Stoma Wstbnd Neutral Sml/Med"
"15585","Comfizz_Comfizz Stoma Wstbnd Wte Exlge/Ex Exlge"
"15586","Comfizz_Comfizz Support Belt Level III 60mm Med"
"15587","Comfizz_Comfizz Support Belt Level III 72mm XXlge"
"15588","ConvaTec_Esteem Convex Pouch+Invis 1side Transpt P/Cut 38mm"
"15589","Convatec_Esteem Urost Pouch + Tap Stnd Transpt P/Cut 30mm"
"15590","Covidien Dover All Slc Foy Paed 3-5ml 8-10 Cath"
"15591","CUI_Cuiwear Briefs Wte Sml/Med"
"15592","CUI_Fulciolite Brief Left Wte Size 10"
"15593","Cuprofen For Child_Susp 100mg/5ml S/F"
"15594","Cuprofen_Gel 5%"
"15595","Cutinova Hydro 10cm x 10cm Wound Dress Polyureth Matrix"
"15596","Cutisorb Ultra 10cm x 10cm Wound Dress Protease Matrix"
"15597","D3_Tab 5,000u"
"15598","Dansac_InVent Sym Convex Ileo Bag Clr S/H 15-46mm"
"15599","Dansac_Nova Colo Bag Clr P/Cut 35mm"
"15600","Dansac_NovaLife 2 Open Pouch Maxi Opqe 43mm"
"15601","Dansac_Unique Light Closed Pouch Opqe P/Cut 60mm"
"15602","DermaSilk Facial Mask Child Silk Garment"
"15603","DermaSilk Heel-Less Undersocks Longer Silk Garment"
"15604","Diamorph HCl_Inj 500mg Vl (Dry)"
"15605","Diazoxide_Liq Spec 50mg/5ml"
"15606","Diclofenac Sod_Gel 1%"
"15607","Diclofenac Sod_Gel 2%"
"15608","Dihydrocodeine Tart_Liq Spec 10mg/5ml"
"15609","Dipyridamole_Liq Spec 200mg/5ml"
"15610","Disod Etidronate_Tab 200mg"
"15611","DuoTrav_Eye Dps"
"15612","Durogesic_Transdermal Patch 50mcg"
"15613","E45_Foot & Heel Crm"
"15614","Easifast 7.5cm x 1m (Blue) Stkntte Elasctd Viscose Tublr"
"15615","Easyflex N_Sod Chlor I/V Inf 0.9% 50ml"
"15616","Eesiban 20cm x 5m Stkntte Ribbed Tublr"
"15617","Effentora_Tab Buccal 200mcg"
"15618","Epoetin Alfa_Inj 40,000u/1ml Pfs"
"15619","Erfa Thyroid_Tab 30mg"
"15620","Ergocalciferol_Oral Soln 100,000u/5ml"
"15621","Etynodiol Diacet_Tab 500mcg"
"15622","Eye Q_Family Cap 500mg"
"15623","Eye Q_Liq (2 Flav)"
"15624","Faverin 100_Tab 100mg"
"15625","Flagyl_Suppos 1g"
"15626","Flomax MR_Cap 400mcg"
"15627","Fludrocort Acet_Liq Spec 20mcg/5ml"
"15628","Folic Acid_Liq Spec 5mg/5ml"
"15629","Formaldehyde_Soln 3%"
"15630","G/F_Bisc"
"15631","Gaviscon Instants_Sach (Trop Fruit Flav)"
"15632","Gentamicin Paed_Inj 20mg/2ml Vl"
"15633","Glutafin Select_G/F Fibre Roll LongP/Bke"
"15634","Glycopyrronium Brom_Top Soln 0.05%"
"15635","Gppe Bath Oil_Balneum Plus"
"15636","Gppe Eye Dps_Liquifilm 0.4ml Vl"
"15637","Gppe Shower Emollient_Dermol 200"
"15638","Gutron_Tab 2.5mg"
"15639","Haddenham Star Cotton Class 1 Tights ExWide O/Clsd Toe Lymph"
"15640","Haliborange_Multivit/Calc Orange&Iron Ta"
"15641","Hepat B_Vac 10mcg/ml 1ml Pfs"
"15642","Hollister VaPro Hydrophilic Fle Size 10-14 (30-Pack) Cath"
"15643","Hollister VaPro Hydrophilic Male Size 10-16 (30-Pack) Cath"
"15644","Hollister_Compact Drnbl Pouch Beige P/Cut 25mm"
"15645","Hollister_Conform 2 Closed Pouch+Beige Comfort Backing 70mm"
"15646","Hollister_Conform 2 Convex-Floating Flng 45mm Stoma 13-25mm"
"15647","Hollister_Conform 2 Midi Closed Pouch + Fltr QuietWear 45mm"
"15648","Hollister_Medical Adh Remover A/Spy 76g"
"15649","Hollister_Pouchkins Lock/Roll Drnbl Pouch Clr 45mm Ring"
"15650","Hollister_Pouchkins Two Piece Flng 45mm Ring C/Fit 0-32mm"
"15651","Hyabak Sod Hyaluronate Eye Dps"
"15652","Hydrotalcite_Oral Susp 500mg/5ml S/F"
"15653","Hylo-Care Sod Hyaluronate Eye Dps P/F"
"15654","Hylo-Forte Sod Hyaluronate Eye Dps P/F"
"15655","Hylo-Tear Sod Hyaluronate Eye Dps P/F"
"15656","iMEDicare_Afex Active M Urin"
"15657","Imodium_Syr 1mg/5ml S/F"
"15658","Individually Formulated Prep_Unspecified"
"15659","Indolar SR_Cap 75mg"
"15660","Ins Humalog_100u/ml 3ml Pf Pen"
"15661","Iopidine 1%_Ophth Soln 1% Ud P/F"
"15662","Isopto_Plain 0.5%"
"15663","Isosorbide Mononit_Liq Spec 20mg/5ml"
"15664","Ispag Husk_Gran 90% S/F"
"15665","Jobst Elvarex Acc For L/Extrem Adj Wstbnd"
"15666","Jobst UlcerCARE Lge Compress Liner"
"15667","Juvela_G/F W/F Special Flakes"
"15668","Juvela_G/F W/FSpecial Flakes Red Berries"
"15669","Kapi-Gel Spacers 12mm (5mm thick) Tracheo B/Aid"
"15670","Kemadrin_Inj 5mg/ml 2ml Amp"
"15671","Kendall Foam 20cm x 20cm Wound Dress Polyureth"
"15672","Kendall Foam 7.5cm x 7.5cm Wound Dress Polyureth"
"15673","KetoCal_Pdr (Unflav)"
"15674","KetoCal_Pdr (Vanilla)"
"15675","L.IN.C All Slc Fle Size 12-14 5ml UniBal Suprapubic Cath"
"15676","L.IN.C All Slc Suprapubic Female 12 5ml Cath"
"15677","Lanacane_Creme"
"15678","Lemsip_Max All in One Cold & Flu Cap"
"15679","Levomeprom Mal_Liq Spec 2.5mg/5ml"
"15680","Levothyrox Sod_Liq Spec 150mcg/5ml"
"15681","Life Ext_Melatonin Cap 3mg"
"15682","Limb LIMBO Adult 1/2 Leg Lge Build/Short LegWaterproof Prote"
"15683","Limb LIMBO Adult 1/2 Leg Nor Build Waterproof Prote"
"15684","Limb LIMBO Adult 1/2 Leg Nor Build/Short LegWaterproof Prote"
"15685","Limb LIMBO Adult 1/2 Leg Slim Build Short LegWaterproofProte"
"15686","Limb LIMBO Adult 1/2 Leg Slim Build Waterproof Prote"
"15687","Liq Paraf & Mag Hydrox_Oral Emuls S/F"
"15688","Lloyds_Dry Cough Syr S/F"
"15689","LoFric Nelaton Tieman Tip 10-20 (25-Pack) Cath Wellspect"
"15690","Loperamide HCl_Orodisper Tab 2mg S/F"
"15691","Lumecare Hypromellose Eye Dps 0.3%"
"15692","Lumecare Sod Hyaluronate Eye Dps 0.15%"
"15693","M.Sauer_Bendi Bag Leg Bag 1300ml Inlet 35cm Swing Tap"
"15694","Maxidex_Eye Dps"
"15695","MCT Pepdite 1+_Pdr"
"15696","Mediwatch UK ErectAssist 25mm Retention Ring"
"15697","Melatonin_Oral Susp 3mg/5ml"
"15698","Meltus_Adult Dry Cough +Congest OralSusp"
"15699","Metabet SR_Tab 500mg (Actavis)"
"15700","Methotrexate_Inj 25mg/ml 2ml Vl"
"15701","Methylphenidate HCl_Tab 20mg M/R     @gn"
"15702","Montelukast_Gran Sach Paed 4mg S/F"
"15703","Naltrexone HCl_Liq Spec 5mg/5ml"
"15704","Nicorette_Chewing Gum 2mgS/F(Fruitfusion"
"15705","Nicorette_Chewing Gum 4mgS/F(Fruitfusion"
"15706","Nicorette_Inhalator + Inh Cart 10mg"
"15707","Nicotine_Chewing Gum 2mg S/F (Liquorice)"
"15708","Night Nurse_Hot Lemon Menthol Pdr Sach"
"15709","Nine Lives Ster Wound & Eyewash A/Spy 200ml"
"15710","Nitrazepam_Liq Spec 5mg/5ml"
"15711","Novaplus T 380 Ag Iucd (Normal,Mini,Maxi)"
"15712","Nu-Seals 300_Tab E/C 300mg"
"15713","Nurofen Express_Capl 256mg"
"15714","Nurofen Express_Capl 684mg"
"15715","Nutrison_Soya M/Fibre Liq"
"15716","Oakmed_Option Convex IleoPchFltr+VelcroP/Cut35mmPlat 25mm"
"15717","Omeprazole_Liq Spec 3mg/5ml"
"15718","One-Alpha_Inj 2mcg/ml 1ml Amp"
"15719","OptiSmooth Mitro 40cm 10-18 (60-Pack) Cath"
"15720","Optive 0.5% Carmellose Eye Dps"
"15721","Orajel_Ex Strgh Dental Gel 20%"
"15722","Orange_Syr"
"15723","Orgran_G/F W/F No Egg Natur Egg Replacer"
"15724","Otrivine_Adult Metered Nsl P/Spy0.1%10ml"
"15725","Oxactin_Cap 20mg"
"15726","Oxprenolol HCl_Tab 80mg"
"15727","Oxyal Sod Hyaluronate Eye Dps"
"15728","Paracet_Oral Susp 120mg/5ml Sach 5ml"
"15729","Pardelprin MR_Cap 75mg"
"15730","Payne_Incontiaid Sheath Size 4, 40mm"
"15731","Pelican_Select Afresh Drnbl Pouch Clr Stnd P/Cut 27.5mm"
"15732","PermaFoam Cavity 10cm x 10cm Wound Dress Cavity"
"15733","Phenytoin_Sod Liq Spec 90mg/5ml"
"15734","Physiotens_Tab 200mcg (Abbott)"
"15735","Physiotens_Tab 300mcg (Abbott)"
"15736","Physiotens_Tab 400mcg (Abbott)"
"15737","Picolax_Pdr Sach 16.3g"
"15738","Piloc HCl_Eye Dps 0.5% P/F"
"15739","Pizotifen Malate_Elix 250mcg/5ml S/F"
"15740","Prednisolone Sod Phos_Eye Dps 0.03%"
"15741","Prescal_Tab 2.5mg"
"15742","Pro-Cal_Shot S/Pack"
"15743","Proceli_G/F W/F Capellini ShortSpaghetti"
"15744","Proceli_G/F W/F Macaroni Penne"
"15745","Propantheline Brom_Liq Spec 15mg/5ml"
"15746","PVA 1.4% Tubilux Polyvinyl Alcohol Eye Dps"
"15747","Quetiapine_Liq Spec 50mg/5ml"
"15748","Qufora All Slc 2 Way Foy Paed Size 8 2-3ml Cath"
"15749","Rapifen_Inj 500mcg/ml 2ml Amp"
"15750","Renasys G Dress Kit Flat Drain Med Wound Dress Pack"
"15751","Renasys G Dress Kit Flat Drain Sml Wound Dress Pack"
"15752","Renasys G/P TNPS Dress Kit + Port Lge Wound Dress Pack"
"15753","Renasys Go Canister Kit Sml Wound Drain Collection Dev"
"15754","Renasys Go Canister Kit Soft Port Sml Wound Drain Coll Dev"
"15755","Resource_Protein Liq (5 Flav)"
"15756","Resource_ThickenUp Pdr Sach4.5g Wt V/Min"
"15757","Resource_ThickenUp Pdr Wt Vit & Mineral"
"15758","Retapamulin_Oint 1%"
"15759","Rochester_FemSoft Insert Stnd 35mm Size 3"
"15760","Salts_Confidence Natural Soft Convex Clsd Stnd Pch P/Cut25mm"
"15761","Selenium_Inj 50mcg/ml 10ml Vl"
"15762","SensaT.R.A.C Pad TNPS Accessory"
"15763","Setlers_Heartburn Tab Chble"
"15764","Seven Seas_Cod Liver Oil High Strgh Liq"
"15765","Seven Seas_Ex High Strgh CLO Cap 1.05g"
"15766","Sigvaris Magic Class 2 B/Knee Open Toe Plus Lymph Gmt"
"15767","Sigvaris Magic Class 2 Thigh Grip Top Open Toe Plus FleLymph"
"15768","Sildenafil_Oral Susp 25mg/5ml"
"15769","Simvador_Tab 20mg"
"15770","Sod Bicarb_Cap 600mg"
"15771","Sod Chlor 5% Eye Dps"
"15772","Sod Valpr_Inj 100mg/ml 4ml Amp"
"15773","Solgar_Vit B-6 Cap 100mg"
"15774","Spironol_Liq Spec 10mg/5ml"
"15775","Spironol_Liq Spec 5mg/5ml"
"15776","Stelazine_Tab 5mg (Import)"
"15777","Sudafed_Blocked Nose & Sinus Cap"
"15778","Sure-Lax_Senna Tab Chble 15mg"
"15779","Suscard Buccal_Tab 3mg"
"15780","Susp Band Type 1 Sml/Med/Lge"
"15781","Susp Band Type 2 Exlge"
